id,chord_progression,release_date,genre,chord_length
225725,<intro_1> G Emin C G Gadd11 G Gadd9 Gmin G Emin7 C G Gadd11 G Gadd9 Gmin G <verse_1> Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G <verse_2> Emin C G Emin C G Emin C G Gadd11 G Gadd9 Gmin G <verse_3> Emin C G Emin C G Emin C G Gadd11 G Gadd9 Gmin G <verse_4> Emin C G Emin C G Emin C G Gadd11 G Gadd9 Gmin G <solo_1> Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G <verse_5> Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G <verse_6> Emin C G Emin C G Emin C G Gadd11 G Gadd9 Gmin G <verse_7> Emin C G Emin C G Emin C G Gadd11 G Gadd9 Gmin G <solo_2> Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G <verse_8> Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G Emin C G Gadd11 G Gadd9 Gmin G <verse_9> Emin C G Emin C G Emin C G Emin C <outro_1> G Emin C G Emin C G Emin C G Emin C G Gadd11 G Gadd9 Gmin G,2011-04-12,alternative,257
225893,<intro_1> Dmin Bb Gmin Dno3d Ebno3d Dno3d Ebno3d Dbno3d Ebno3d Dno3d Ebno3d Dno3d Ebno3d Dno3d Ebno3d Bb Gmin Dno3d Ebno3d Dno3d Ebno3d Dbno3d Ebno3d Dno3d Ebno3d Dno3d Ebno3d Dno3d Ebno3d Bb Gmin A <verse_1> Dmin Bb Gmin A Dmin Bb Gmin A Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Gmin A <chorus_1> Dmin Bb F C Dmin Bb F A Dno3d Ebno3d Dno3d Ebno3d Dbno3d Ebno3d Dno3d Ebno3d Dno3d Ebno3d Dno3d Ebno3d Bb Gmin A <verse_2> Dmin Bb Gmin Eb Dno3d Ebno3d Dno3d Ebno3d Dno3d Bb Gmin A Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Gmin A <chorus_2> Dmin Bb F C Dmin Bb F A <bridge_1> Dmin Bb Gmin Dmin Bb Gmin Dmin Bb Gmin Dmin Bb Gmin Dmin Bb Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d F Gmin Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d F Gmin Bb Gmin Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Bb Gmin A Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dno3d Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Dmin Bbno3d Ano3d Gno3d Ano3d Gmin A <chorus_3> Dmin Bb F C Dmin Bb F A <outro_1> Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d F Gmin Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d Ebno3d Dno3d Ebno3d Abno3d Gno3d Fno3d F Gmin,2019-07-19,punk,291
228748,<intro_1> C Dmin E Amin Dmin Amin E Amin <chorus_1> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_2> Dmin Amin <chorus_2> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_3> Dmin Amin Dmin Amin <chorus_3> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_4> Dmin Amin Dmin Amin Dmin Amin <chorus_4> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_5> Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_5> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_6> Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_6> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_7> Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_7> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_8> Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_8> Dmin Amin C Dmin E Amin Dmin Amin E Amin <verse_9> Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_9> Dmin Amin C Dmin E Amin Dmin Amin E Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_10> Dmin Amin C Dmin E Amin Dmin Amin E Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_11> Dmin Amin C Dmin E Amin Dmin Amin E Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_12> Dmin Amin C Dmin E Amin Dmin Amin E Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin <chorus_13> Dmin Amin C Dmin E Amin Dmin Amin E Amin,2022-04-13,pop,316
228966,<intro_1> Eb Bb Cmin Ab Eb Bb Cmin Ab <verse_1> Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Bb <chorus_1> Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin Ab <verse_2> Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Bb <chorus_2> Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin Ab <verse_3> Eb Bb Cmin Ab Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Fmin Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Cmin C7sus2 Cmin C7sus4 Gmin Bb <chorus_3> Eb Ebmaj7 Cmin Bb Ab Gmin Fmin Bb Eb Ebmaj7 Cmin Bb Ab Gmin Fmin Bb Eb Ebmaj7 Cmin Bb Ab Gmin Fmin Bb Eb Ebmaj7 Cmin Bb Ab Gmin Fmin Bb <outro_1> Fmin Bb Cmin Fmin Bb Cmin Fmin Bb Cmin Ab Gmin Fmin Bb Fmin Bb Cmin,2004-09-13,rap,260
229678,<intro_1> Bmin Emin A D G Emin Fs Bmin <verse_1> D A E Bmin D A E Bmin D A E Bmin D A E Bmin D A E Fs <chorus_1> Bmin Emin A D G Emin Fs Bmin Emin A D G Emin Fs Bmin <verse_2> D A E Bmin D A E Bmin D A E Bmin D A E Bmin D A E Fs <chorus_2> Bmin Emin A D G Emin Fs Bmin Emin A D G Emin Fs B <bridge_1> A E B A E B A E B A E B A E B A E B D A E A B Emin Fs Emin Fs Bmin Emin A D G Emin Fs Bmin Emin A D G Emin Fs Bmin <verse_3> D A E Bmin D A E Bmin D A E Bmin D A E Bmin D A E Fs <chorus_3> Bmin Emin A D G Emin Fs Bmin Emin A D G Emin Fs Bmin Emin A D G Emin Fs Bmin Emin A D G Emin Fs Bmin,1999,jazz,177
230455,<intro_1> Gsmin E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs <verse_1> E Fs Gsmin B E Fs Gsmin B E Fs Gsmin B E Fs Gsmin E Fs Gsmin B E Fs Gsmin B E Fs Gsmin B E Fs Gsmin <chorus_1> E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs E Gsmin Fs E Fs E Gsmin Fs E Fs E Fs E Fs E Fs E Fs Gsmin E Fs Gsmin B E Fs Gsmin E Fs Gsmin B E Fs Gsmin B E Fs Gsmin B E Fs Gsmin E Fs Gsmin B E Fs Gsmin B E Fs Gsmin B E Fs Gsmin B <chorus_2> Gsmin E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs E Gsmin Fs E Fs E Gsmin Fs E Fs E Fs E Fs E Fs E Fs Gsmin E Fs Gsmin B E Fs Gsmin <outro_1> E Fs Gsmin E Fs Gsmin E Fs Gsmin E Fs,2004-03-29,reggae,176
232521,<intro_1> C Gmin C Gmin <verse_1> C Gmin C Gmin C Gmin C Gmin F Emin C Gmin C Gmin C Gmin C Gmin F Emin F Emin <interlude_1> C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin <verse_2> C Gmin C Gmin C Gmin C Gmin F Emin F Emin <interlude_2> C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin C Gmin,2018-04-27,alternative,203
233040,<intro_1> Dmin Dsus4 B7sus4 Amin7 Dmin Dsus4 B7sus4 Fs7sus4 Gmin Amin Gmin A Dmin Amin Dmin Amin Gmin A Dmin Amin Gmin Amin Gmin A Gmin Gmin9 A Cadd13 Bbadd13 Abadd13 Gadd13 A Amin A Amin Bb B Bmin B Bmin E Emin E Emin E Amin C Emin C Emin <verse_1> Amin A B Amin A Amin Bmin B Bmin B Bmin B Bmin B Amin A Bmin B Bmin B Bmin B Bmin B Bmin Amin A Amin B Bmin Amin D Amin E Bmin Emin E Emin F C Emin E Amin C G C Emin Amin C G Amin C Emin Amin A Amin A <chorus_1> D G D G D F B D B G A D G D G D F B D B G A F B D B C A <bridge_1> G C Emin Bmin A Emin Bmin G C E Bmin A Emin Bmin <chorus_2> F B D B F Fs G A F B D B G A F B A F B Fsmin B F D G A D G D G D G D G D <bridge_2> Amin C D Amin Gmin A Dmin Amin Dmin Amin Gmin Amin Gmin Amin Gmin A Dmin Amin Gmin A <verse_2> Dmin Amin Dmin Amin Gmin Amin Gmin A Dmin Amin Dmin Amin Dmin Amin Gmin Amin Gmin A Dmin <chorus_3> F B D B D B A C A F B D B D B A F B D F B D B D B A D G D G D F B D B A C A G A F B D B Amin A Amin A Bmin B Bmin B Amin A Amin A Amin A Amin A Amin A Bmin B Bmin B Bmin A Amin A Amin Bb B Bmin B Bmin E Emin E Emin E Amin C Emin C Emin C G Amin C Emin Amin A Amin A,2004,rock,325
233192,<verse_1> Cs Cs7 Cs <chorus_2> Asmin B Cs B Asmin B Asmin Gs Cs Asmin B Cs B Asmin B Asmin Gs <chorus_3> B Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <verse_2> Cs Cs7 Cs <chorus_4> Asmin B Cs B Asmin B Asmin Gs Cs Asmin B Cs B Asmin B Asmin Gs <chorus_5> B Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_6> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_7> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_8> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <verse_3> Cs Cs7 Cs <chorus_10> Asmin B Cs B Asmin B Asmin Gs Cs Asmin B Cs B Asmin B Asmin Gs <chorus_11> B Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_12> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <verse_4> Cs Cs7 Cs <chorus_13> Asmin B Cs B Asmin B Asmin Gs Cs Asmin B Cs B Asmin B Asmin Gs <chorus_14> B Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_15> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_16> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_17> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <verse_5> Cs Cs7 Cs <chorus_19> Asmin B Cs B Asmin B Asmin Gs Cs Asmin B Cs B Asmin B Asmin Gs <chorus_20> B Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_21> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <verse_6> Cs Cs7 Cs <chorus_22> Asmin B Cs B Asmin B Asmin Gs Cs Asmin B Cs B Asmin B Asmin Gs <chorus_23> B Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_24> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_25> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B <chorus_26> Cs B Cs E Fs Asmin B Cs B Cs E Fs Asmin B,2019-02-15,pop,393
234095,<intro_1> Csmin Gsmin Csmin Gsmin <verse_1> Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin <chorus_1> A Gsmin A Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin <verse_2> Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin <chorus_2> A Gsmin A Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin <bridge_1> Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin <instrumental_1> Gsmin Csmin Gsmin <verse_3> Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin <chorus_3> A Gsmin A Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin <bridge_2> Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin <chorus_4> Gsmin Csmin Gsmin Csmin Gsmin Csmin Gsmin Csmin <outro_1> Gsmin Csmin Gsmin,1999-01-01,reggae,183
236517,<intro_1> Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs C B A Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D <bridge_1> Cs G Cs G Cs G Cs C B A <chorus_1> Fs A E B Fs A E B Fs A E B Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D <bridge_2> Cs G Cs G Cs G Cs C B A <chorus_2> Fs A E B Fs A E B Fs A E B Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D Fs E Fs A Fs E Fs D <bridge_3> Cs G Cs G Cs G Cs C B A Fs E B Fs A E B Fs A E B Fs A E B Fs A E B Fs A E B Fs E Fs A Fs E Fs D Cs D Cs D Cs D Cs Fs,2007-01-16,pop_rock,245
236770,<intro_1> Amin Dmin F C G <verse_1> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G <verse_2> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G <chorus_1> Dmin F C G Dmin F C G Dmin F G Amin <verse_3> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G <verse_4> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G <chorus_2> Dmin F C G Dmin F C G Dmin F G Amin <verse_5> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G <verse_6> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G <chorus_3> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F G Amin,2014-01-01,country,203
237895,<verse_1> Fs E A B Fs E A B Fs E A B Fs E A B Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin <chorus_1> Fsmin D A E Fsmin D A E Fsmin D A E Cs D Fsmin D A E Fsmin D A E Fsmin D A E Cs D Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin <verse_2> Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin <chorus_2> Fsmin D A E Fsmin D A E Fsmin D A E Cs D Fsmin D A E Fsmin D A E Fsmin D A E Cs D Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin D A E Fsmin D A E Fsmin D A E Cs D Fsmin D A E Fsmin D A E Fsmin D A E Cs D Fsmin D A E Fsmin D A E Fsmin D A E Cs D Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin E A Bmin Fsmin,2018-07-06,punk,215
238326,<intro_1> Amin F C Emin Amin F C G <verse_1> Amin F C Emin Amin F C G Amin F C Emin Amin F C G <intro_2> Amin F C Emin Amin F C G <chorus_1> Amin F C Emin Amin F C G Amin F C Emin Amin F C G <verse_2> Amin F C Emin Amin F C G <chorus_2> Amin F C Emin Amin F C G Amin F C Emin Amin F C G <intro_3> Amin F C Emin Amin F C G <verse_3> Amin F C Emin Amin F C G Amin F C Emin Amin F C G <intro_4> Amin F C Emin Amin F C G <bridge_1> Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C G <intro_5> Amin F C Emin Amin F C G <verse_4> Amin F C Emin Amin F C G Amin F C Emin Amin F C G Amin F C Emin Amin F C G Amin F C Emin Amin F C G Amin F C Emin <intro_6> Amin F C Emin Amin F C G <outro_1> Amin F C Emin Amin F C G Amin F C Emin Amin F C G,2012-11-07,pop_rock,218
238390,<intro_1> A D A D A D A D <verse_1> A Csmin Fsmin D A Csmin Fsmin D <verse_2> A Csmin Fsmin Fsmin D A Csmin D <bridge_1> Bmin D <chorus_1> A D A D A D Bmin Csmin D B7 E A <interlude_1> D A D A D A D <verse_3> A Csmin Fsmin D A Csmin D <verse_4> A Csmin Fsmin D A Csmin D <bridge_2> Bmin D <chorus_2> A D A D A D Bmin Csmin D B7 E A <interlude_2> D A D A D A D <verse_5> A Csmin Fsmin D A Csmin D A Csmin Fsmin D A Csmin D <bridge_3> Bmin D <chorus_3> A D A D A D Bmin Csmin D B7 E A <interlude_3> D A D A D A D <outro_1> A D A D A D A D <intro_2> Bno3d E Bno3d E Bno3d E Bno3d E <verse_6> Bno3d E Bno3d E Bno3d E Bno3d E A E Bno3d D A E A E A <verse_7> Bno3d E Bno3d E Bno3d E Bno3d E A E Bno3d D A E A E A <verse_8> Bno3d E Bno3d E Bno3d E Bno3d E A E Bno3d D A E A E A <verse_9> Bno3d E Bno3d E Bno3d E Bno3d E A E Bno3d D A E A E A <interlude_4> Bno3d E Bno3d E Bno3d E Bno3d E <verse_10> Bno3d E Bno3d E Bno3d E Bno3d E A E Bno3d D A E A E A <outro_2> Bno3d E Bno3d E Bno3d E Bno3d E <intro_3> C F C F G <verse_11> C F C F F C C7 F C Dmin F C F F C <verse_12> F F C F F C C7 F C Dmin F C F F C <interlude_1> Bb F C Bb F C Bb F C Dmin C F F <verse_13> C F F C F F C C7 F C Dmin F C F F C <outro_3> F G C F G7 C F C F <intro_4> D7 A7 D7 <verse_14> A7 D7 A7 D7 <verse_15> A7 D7 A7 D7 <verse_16> A7 D7 A7 D7 <bridge_4> G D7 E7 A7 <verse_17> D7 A7 D7 A7 D7 <bridge_5> G D7 E7 A7 <verse_18> D7 A7 D7 A7 D7 <bridge_6> G D7 E7 A7 <verse_19> D7 A7 D7 A7 D7 <bridge_7> G D7 E7 A7 <verse_20> D7 A7 D7 <intro_5> A Asus4 A Asus4 <verse_21> A D E A D E F A D D A Asus4 A Asus4 <verse_22> A D E A D E F A D D A Asus4 A Asus4 <interlude_5> A Asus4 A Asus4 <interlude_2> Fsmin Csmin Bmin A Gs Csmin Bmin D <verse_23> A D E A D E F A D D A Asus4 A Asus4 <outro_4> A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 A Asus4 <intro_6> A <verse_24> E7 A <verse_25> E7 A <interlude_3> D A D E <verse_26> A E7 A <intro_7> C G Amin Fmaj7 C G F C G Amin Fmaj7 C G F <verse_27> C G Amin F C G F C G Amin F C G F Amin Fmaj7 C Fmaj7 C F G F C G Amin F C F C <verse_28> G Amin F C G F C G Amin F C G F Amin Fmaj7 C Fmaj7 C F G C G Amin F C F C <interlude_4> Fmaj7 C Fmaj7 C E Amin D7 F <verse_29> C G Amin F C G F C G Amin F C G F Amin Fmaj7 C Fmaj7 C F G C G Amin F C F C <solo_1> G Amin F C G F C G Amin F C G F Amin Fmaj7 C Fmaj7 C F G C G Amin F C F C <intro_8> Amin F Amin F Amin F Amin F <verse_30> Amin F Amin F Amin C E Amin F G Amin F Amin F Amin F Amin F Amin F Amin F <verse_31> Amin F Amin C E Amin F G Amin F Amin F Amin F Amin F Amin F <interlude_6> Amin F Amin F Amin F Amin F Amin F <verse_32> Amin F Amin C E Amin F G Amin F Amin F Amin F Amin F Amin F Amin F <verse_33> Amin F Amin C E Amin F G Amin F Amin F Amin F Amin F Amin F <interlude_7> Amin F Amin F <verse_34> Amin F Amin C E Amin F G Amin F Amin F Amin F Amin F Amin F Amin F <outro_6> Amin F Amin F <intro_9> E A E A E <verse_35> A E A E A E A E A E <verse_36> A E A E A E A E A E <verse_37> A E A E A E A E <verse_38> A E A E A E A E <verse_39> A E A E A E A E <interlude_5> A E A E A E A E A E <verse_40> A E A E A E A E A E <interlude_6> A E A E A E A E <verse_41> A E A E A E A E A E A E <intro_10> G C D G C G <solo_2> D G C D G D G C G D G C D G D G C G D G C D G C D G D G C D G D G C G <interlude_8> D G C D G D G C G <intro_11> D G C D G D G C G D G C D G D G C G <verse_43> D G C D G D G C G D G C D G D G C G D G C D G C D G D G C D G D G C G <interlude_9> D G C D G D G C G <verse_44> D G C D G D G C G D G C D G D G C G D G C D G C D G D G C D G D G C G <interlude_10> D G C D G D G C G <verse_45> D G C D G D G C G D G C D G D G C G D G C D G C D G D G C D G D G C G <interlude_11> D G C D G D G C G D G C D G D G C G <verse_46> D G C D G D G C G D G C D G D G C G D G C D G C D G D G C D G D G C G <solo_3> D G C D G D G C G D G C D G D G C G D G C D G C D G D G C D G D G C G D G D G,2021-09-17,rock,1176
239143,<intro_1> Amin F G Emin <verse_1> Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin <chorus_1> Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin <verse_2> Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin <chorus_2> Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin <chorus_3> Amin F G Emin Amin F G Emin Amin F G Emin <verse_3> Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin <chorus_4> Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin <chorus_5> Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin Amin F G Emin <outro_1> Amin F G Emin Amin F G Emin Amin F G Emin,2018-11-30,rap,174
239292,<verse_1> F Dmin F Dmin Gmin Amin Gmin Amin F Dmin F Dmin Gmin Amin <chorus_1> Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin G Bb Dmin Gmin G Bb C F Dmin F Dmin Gmin G Bb C F Dmin F Dmin <verse_2> F Dmin F Dmin Gmin Amin Gmin Amin F Dmin F Dmin Gmin Amin <chorus_2> Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin G Bb Dmin Gmin G Bb C F Dmin F Dmin Gmin G Bb C F Dmin F Dmin <instrumental_1> Eb Bb C Ab F C Amin C Bb F <verse_3> Dmin F Dmin Gmin Amin Dmin C F Dmin F Dmin Gmin Amin <chorus_3> Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin Bb Dmin Amin Dmin Gmin G Bb Dmin Gmin G Bb C F Dmin F Dmin Gmin G Bb C F Dmin F Dmin Gmin F Gmin Dmin C C7 Amin Gmin F Gmin Dmin C C7 Amin Gmin F Gmin Dmin C C7 Amin Gmin F Gmin Dmin C C7 Amin Gmin F Gmin Dmin C C7 Amin F,1996-03-12,soul,208
